日期,汇买价,钞买价,汇卖价,钞卖价
2024年3月31日,92.12,91.47,92.48,92.48
2024年3月30日,92.12,91.47,92.48,92.48
2024年3月29日,92.1,91.45,92.46,92.46
2024年3月28日,92.23,91.58,92.59,92.59
2024年3月27日,92.23,91.58,92.59,92.59
2024年3月26日,92.12,91.47,92.48,92.48
2024年3月25日,92.04,91.39,92.4,92.4
2024年3月24日,92.25,91.6,92.61,92.61
2024年3月23日,92.25,91.6,92.61,92.61
2024年3月22日,92.29,91.64,92.65,92.65
2024年3月21日,91.9,91.25,92.26,92.26
2024年3月20日,91.86,91.21,92.22,92.22
2024年3月19日,91.87,91.22,92.23,92.23
2024年3月18日,91.9,91.25,92.26,92.26
2024年3月17日,91.84,91.19,92.2,92.2
2024年3月16日,91.84,91.19,92.2,92.2
2024年3月15日,91.85,91.2,92.21,92.21
2024年3月14日,91.78,91.13,92.14,92.14
2024年3月13日,91.76,91.11,92.12,92.12
2024年3月12日,91.61,90.96,91.97,91.97
2024年3月11日,91.7,91.05,92.06,92.06
2024年3月10日,91.75,91.1,92.11,92.11
2024年3月9日,91.75,91.1,92.11,92.11
2024年3月8日,91.69,91.04,92.05,92.05
2024年3月7日,91.87,91.22,92.23,92.23
2024年3月6日,91.85,91.2,92.21,92.21
2024年3月5日,91.87,91.22,92.23,92.23
2024年3月4日,91.86,91.21,92.22,92.22
2024年3月3日,91.75,91.1,92.11,92.11
2024年3月2日,91.75,91.1,92.11,92.11
2024年3月1日,91.81,91.16,92.17,92.17
2024年2月29日,91.74,91.09,92.1,92.1
2024年2月28日,91.81,91.16,92.17,92.17
2024年2月27日,91.82,91.17,92.18,92.18
2024年2月26日,91.84,91.19,92.2,92.2
2024年2月25日,91.8,91.15,92.16,92.16
2024年2月24日,91.8,91.15,92.16,92.16
2024年2月23日,91.82,91.17,92.18,92.18
2024年2月22日,91.81,91.16,92.17,92.17
2024年2月21日,91.76,91.11,92.12,92.12
2024年2月20日,91.79,91.14,92.15,92.15
2024年2月19日,91.87,91.22,92.23,92.23
2024年2月18日,91.85,91.2,92.21,92.21
2024年2月17日,91.85,91.2,92.21,92.21
2024年2月16日,91.84,91.19,92.2,92.2
2024年2月15日,91.95,91.3,92.31,92.31
2024年2月14日,91.98,91.33,92.34,92.34
2024年2月13日,91.89,91.24,92.25,92.25
2024年2月12日,91.89,91.24,92.25,92.25
2024年2月11日,91.82,91.17,92.18,92.18
2024年2月10日,91.82,91.17,92.18,92.18
2024年2月9日,91.86,91.21,92.22,92.22
2024年2月8日,91.89,91.24,92.25,92.25
2024年2月7日,91.84,91.19,92.2,92.2
2024年2月6日,91.74,91.09,92.1,92.1
2024年2月5日,91.86,91.21,92.22,92.22
2024年2月4日,91.79,91.14,92.15,92.15
2024年2月3日,91.79,91.14,92.15,92.15
2024年2月2日,91.78,91.13,92.14,92.14
2024年2月1日,91.7,91.05,92.06,92.06
2024年1月31日,91.61,90.96,91.97,91.97
2024年1月30日,91.68,91.03,92.04,92.04
2024年1月29日,91.7,91.05,92.06,92.06
2024年1月28日,91.69,91.04,92.05,92.05
2024年1月27日,91.69,91.04,92.05,92.05
2024年1月26日,91.68,91.03,92.04,92.04
2024年1月25日,91.56,90.91,91.92,91.92
2024年1月24日,91.25,90.61,91.61,91.61
2024年1月23日,91.46,90.82,91.82,91.82
2024年1月22日,91.87,91.22,92.23,92.23
2024年1月21日,91.84,91.19,92.2,92.2
2024年1月20日,91.84,91.19,92.2,92.2
2024年1月19日,91.82,91.17,92.18,92.18
2024年1月18日,91.85,91.2,92.21,92.21
2024年1月17日,91.81,91.16,92.17,92.17
2024年1月16日,91.74,91.09,92.1,92.1
2024年1月15日,91.58,90.93,91.94,91.94
2024年1月14日,91.48,90.84,91.84,91.84
2024年1月13日,91.48,90.84,91.84,91.84
2024年1月12日,91.5,90.85,91.86,91.86
2024年1月11日,91.56,90.91,91.92,91.92
2024年1月10日,91.51,90.86,91.87,91.87
2024年1月9日,91.53,90.88,91.89,91.89
2024年1月8日,91.58,90.93,91.94,91.94
2024年1月7日,91.32,90.68,91.68,91.68
2024年1月6日,91.32,90.68,91.68,91.68
2024年1月5日,91.46,90.82,91.82,91.82
2024年1月4日,91.47,90.83,91.83,91.83
2024年1月3日,91.38,90.74,91.74,91.74
2024年1月2日,91.19,90.55,91.55,91.55
2024年1月1日,90.74,90.1,91.1,91.1
2023年12月31日,90.74,90.1,91.1,91.1
2023年12月30日,90.74,90.1,91.1,91.1
2023年12月29日,90.8,90.16,91.16,91.16
2023年12月28日,90.79,90.15,91.15,91.15
2023年12月27日,91.37,90.73,91.73,91.73
2023年12月26日,91.33,90.69,91.69,91.69
2023年12月25日,91.21,90.57,91.57,91.57
2023年12月24日,91.18,90.54,91.54,91.54
2023年12月23日,91.18,90.54,91.54,91.54
2023年12月22日,91.16,90.52,91.52,91.52
2023年12月21日,91.21,90.57,91.57,91.57
2023年12月20日,91.25,90.61,91.61,91.61
2023年12月19日,91.3,90.66,91.66,91.66
2023年12月18日,91.32,90.68,91.68,91.68
2023年12月17日,91.09,90.45,91.45,91.45
2023年12月16日,91.09,90.45,91.45,91.45
2023年12月15日,91.02,90.38,91.38,91.38
2023年12月14日,91.14,90.5,91.5,91.5
2023年12月13日,91.67,91.02,92.03,92.03
2023年12月12日,91.7,91.05,92.06,92.06
2023年12月11日,91.77,91.12,92.13,92.13
2023年12月10日,91.66,91.01,92.02,92.02
2023年12月9日,91.66,91.01,92.02,92.02
2023年12月8日,91.49,90.84,91.85,91.85
2023年12月7日,91.39,90.75,91.75,91.75
2023年12月6日,91.48,90.84,91.84,91.84
2023年12月5日,91.21,90.57,91.57,91.57
2023年12月4日,91.18,90.54,91.54,91.54
2023年12月3日,91.08,90.44,91.44,91.44
2023年12月2日,91.08,90.44,91.44,91.44
2023年12月1日,91.26,90.62,91.62,91.62
2023年11月30日,91.16,90.52,91.52,91.52
2023年11月29日,91.21,90.57,91.57,91.57
2023年11月28日,91.57,90.92,91.93,91.93
2023年11月27日,91.64,90.99,92,92
2023年11月26日,91.57,90.92,91.93,91.93
2023年11月25日,91.57,90.92,91.93,91.93
2023年11月24日,91.63,90.98,91.99,91.99
2023年11月23日,91.48,90.84,91.84,91.84
2023年11月22日,91.58,90.93,91.94,91.94
2023年11月21日,91.32,90.68,91.68,91.68
2023年11月20日,91.86,91.21,92.22,92.22
2023年11月19日,92.34,91.7,92.72,92.72
2023年11月18日,92.34,91.7,92.72,92.72
2023年11月17日,92.32,91.68,92.7,92.7
2023年11月16日,92.69,92.04,93.07,93.07
2023年11月15日,92.65,92,93.03,93.03
2023年11月14日,93.02,92.37,93.4,93.4
2023年11月13日,93.21,92.56,93.59,93.59
2023年11月12日,93.1,92.45,93.48,93.48
2023年11月11日,93.1,92.45,93.48,93.48
2023年11月10日,93.16,92.51,93.54,93.54
2023年11月9日,93.11,92.46,93.49,93.49
2023年11月8日,92.97,92.32,93.35,93.35
2023年11月7日,92.98,92.33,93.36,93.36
2023年11月6日,92.78,92.13,93.16,93.16
2023年11月5日,92.98,92.33,93.36,93.36
2023年11月4日,92.98,92.33,93.36,93.36
2023年11月3日,93.18,92.53,93.56,93.56
2023年11月2日,93.32,92.67,93.7,93.7
2023年11月1日,93.38,92.73,93.76,93.76
2023年10月31日,93.33,92.68,93.71,93.71
2023年10月30日,93.39,92.74,93.77,93.77
2023年10月29日,93.39,92.74,93.77,93.77
2023年10月28日,93.39,92.74,93.77,93.77
2023年10月27日,93.39,92.74,93.77,93.77
2023年10月26日,93.38,92.73,93.76,93.76
2023年10月25日,93.36,92.71,93.74,93.74
2023年10月24日,93.27,92.62,93.65,93.65
2023年10月23日,93.3,92.65,93.68,93.68
2023年10月22日,93.31,92.66,93.69,93.69
2023年10月21日,93.31,92.66,93.69,93.69
2023年10月20日,93.35,92.7,93.73,93.73
2023年10月19日,93.3,92.65,93.68,93.68
2023年10月18日,93.28,92.63,93.66,93.66
2023年10月17日,93.31,92.66,93.69,93.69
2023年10月16日,93.33,92.68,93.71,93.71
2023年10月15日,93.2,92.55,93.58,93.58
2023年10月14日,93.2,92.55,93.58,93.58
2023年10月13日,93.15,92.5,93.53,93.53
2023年10月12日,93.18,92.53,93.56,93.56
2023年10月11日,93.17,92.52,93.55,93.55
2023年10月10日,93.15,92.5,93.53,93.53
2023年10月9日,92.94,92.29,93.32,93.32
2023年10月8日,93.13,92.48,93.51,93.51
2023年10月7日,93.13,92.48,93.51,93.51
2023年10月6日,93.12,92.47,93.5,93.5
2023年10月5日,93.19,92.54,93.57,93.57
2023年10月4日,93.2,92.55,93.58,93.58
2023年10月3日,93.16,92.51,93.54,93.54
2023年10月2日,93.09,92.44,93.47,93.47
2023年10月1日,93.1,92.45,93.48,93.48
2023年9月30日,93.1,92.45,93.48,93.48
2023年9月29日,93.1,92.45,93.48,93.48
2023年9月28日,93.12,92.47,93.5,93.5
2023年9月27日,93.35,92.7,93.73,93.73
2023年9月26日,93.28,92.63,93.66,93.66
2023年9月25日,93.35,92.7,93.73,93.73
2023年9月24日,93.15,92.5,93.53,93.53
2023年9月23日,93.15,92.5,93.53,93.53
2023年9月22日,93.18,92.53,93.56,93.56
2023年9月21日,93.26,92.61,93.64,93.64
2023年9月20日,92.99,92.34,93.37,93.37
2023年9月19日,93.11,92.46,93.49,93.49
2023年9月18日,93.11,92.46,93.49,93.49
2023年9月17日,92.81,92.16,93.19,93.19
2023年9月16日,92.81,92.16,93.19,93.19
2023年9月15日,92.77,92.12,93.15,93.15
2023年9月14日,92.83,92.18,93.21,93.21
2023年9月13日,92.85,92.2,93.23,93.23
2023年9月12日,92.98,92.33,93.36,93.36
2023年9月11日,92.96,92.31,93.34,93.34
2023年9月10日,93.5,92.85,93.88,93.88
2023年9月9日,93.5,92.85,93.88,93.88
2023年9月8日,93.49,92.84,93.87,93.87
2023年9月7日,93.28,92.63,93.66,93.66
2023年9月6日,92.96,92.31,93.34,93.34
2023年9月5日,92.96,92.31,93.34,93.34
2023年9月4日,92.61,91.96,92.99,92.99
2023年9月3日,92.46,91.82,92.84,92.84
2023年9月2日,92.46,91.82,92.84,92.84
2023年9月1日,92.27,91.62,92.63,92.63
2023年8月31日,92.37,91.73,92.75,92.75
2023年8月30日,92.59,91.94,92.97,92.97
2023年8月29日,92.76,92.11,93.14,93.14
2023年8月28日,92.75,92.1,93.13,93.13
2023年8月27日,92.74,92.09,93.12,93.12
2023年8月26日,92.74,92.09,93.12,93.12
2023年8月25日,92.7,92.05,93.08,93.08
2023年8月24日,92.68,92.03,93.06,93.06
2023年8月23日,92.68,92.03,93.06,93.06
2023年8月22日,92.88,92.23,93.26,93.26
2023年8月21日,92.66,92.01,93.04,93.04
2023年8月20日,92.83,92.18,93.21,93.21
2023年8月19日,92.83,92.18,93.21,93.21
2023年8月18日,92.86,92.21,93.24,93.24
2023年8月17日,92.93,92.28,93.31,93.31
2023年8月16日,92.97,92.32,93.35,93.35
2023年8月15日,92.93,92.28,93.31,93.31
2023年8月14日,92.68,92.03,93.06,93.06
2023年8月13日,92.42,91.78,92.8,92.8
2023年8月12日,92.42,91.78,92.8,92.8
2023年8月11日,92.39,91.75,92.77,92.77
2023年8月10日,92.06,91.41,92.42,92.42
2023年8月9日,91.97,91.32,92.33,92.33
2023年8月8日,92.22,91.57,92.58,92.58
2023年8月7日,91.88,91.23,92.24,92.24
2023年8月6日,91.67,91.02,92.03,92.03
2023年8月5日,91.67,91.02,92.03,92.03
2023年8月4日,91.67,91.02,92.03,92.03
2023年8月3日,91.72,91.07,92.08,92.08
2023年8月2日,91.92,91.27,92.28,92.28
2023年8月1日,91.81,91.16,92.17,92.17
2023年7月31日,91.44,90.8,91.8,91.8
2023年7月30日,91.54,90.89,91.9,91.9
2023年7月29日,91.54,90.89,91.9,91.9
2023年7月28日,91.55,90.9,91.91,91.91
2023年7月27日,91.69,91.04,92.05,92.05
2023年7月26日,91.48,90.84,91.84,91.84
2023年7月25日,91.16,90.52,91.52,91.52
2023年7月24日,91.82,91.17,92.18,92.18
2023年7月23日,91.78,91.13,92.14,92.14
2023年7月22日,91.78,91.13,92.14,92.14
2023年7月21日,91.69,91.04,92.05,92.05
2023年7月20日,91.56,90.91,91.92,91.92
2023年7月19日,92.32,91.67,92.69,92.69
2023年7月18日,91.74,91.09,92.1,92.1
2023年7月17日,91.63,90.98,91.99,91.99
2023年7月16日,91.24,90.6,91.6,91.6
2023年7月15日,91.24,90.6,91.6,91.6
2023年7月14日,91.17,90.53,91.53,91.53
2023年7月13日,91.32,90.68,91.68,91.68
2023年7月12日,91.45,90.81,91.81,91.81
2023年7月11日,91.9,91.25,92.26,92.26
2023年7月10日,92.22,91.57,92.58,92.58
2023年7月9日,92.14,91.49,92.5,92.5
2023年7月8日,92.14,91.49,92.5,92.5
2023年7月7日,92.12,91.47,92.48,92.48
2023年7月6日,92.45,91.81,92.83,92.83
2023年7月5日,92.42,91.78,92.8,92.8
2023年7月4日,91.97,91.32,92.33,92.33
2023年7月3日,92.25,91.6,92.61,92.61
2023年7月2日,92.4,91.76,92.78,92.78
2023年7月1日,92.4,91.76,92.78,92.78
2023年6月30日,92.44,91.8,92.82,92.82
2023年6月29日,92.36,91.72,92.74,92.74
2023年6月28日,92.38,91.74,92.76,92.76
2023年6月27日,91.8,91.15,92.16,92.16
2023年6月26日,92.23,91.58,92.59,92.59
2023年6月25日,91.68,91.03,92.04,92.04
2023年6月24日,91.68,91.03,92.04,92.04
2023年6月23日,91.7,91.05,92.06,92.06
2023年6月22日,91.54,90.89,91.9,91.9
2023年6月21日,91.58,90.93,91.94,91.94
2023年6月20日,91.54,90.89,91.9,91.9
2023年6月19日,91.4,90.76,91.76,91.76
2023年6月18日,90.99,90.35,91.35,91.35
2023年6月17日,90.99,90.35,91.35,91.35
2023年6月16日,90.83,90.19,91.19,91.19
2023年6月15日,91.02,90.38,91.38,91.38
2023年6月14日,91.11,90.47,91.47,91.47
2023年6月13日,91.09,90.45,91.45,91.45
2023年6月12日,91.01,90.37,91.37,91.37
2023年6月11日,90.81,90.17,91.17,91.17
2023年6月10日,90.81,90.17,91.17,91.17
2023年6月9日,90.78,90.14,91.14,91.14
2023年6月8日,90.62,89.98,90.98,90.98
2023年6月7日,90.5,89.86,90.86,90.86
2023年6月6日,90.62,89.98,90.98,90.98
2023年6月5日,90.54,89.9,90.9,90.9
2023年6月4日,90.43,89.79,90.79,90.79
2023年6月3日,90.43,89.79,90.79,90.79
2023年6月2日,90.1,89.47,90.46,90.46
2023年6月1日,90.51,89.87,90.87,90.87
2023年5月31日,90.51,89.87,90.87,90.87
2023年5月30日,90.2,89.57,90.56,90.56
2023年5月29日,90.16,89.53,90.52,90.52
2023年5月28日,90.02,89.39,90.38,90.38
2023年5月27日,90.02,89.39,90.38,90.38
2023年5月26日,89.96,89.33,90.32,90.32
2023年5月25日,90.14,89.51,90.5,90.5
2023年5月24日,89.85,89.22,90.21,90.21
2023年5月23日,89.83,89.2,90.19,90.19
2023年5月22日,89.64,89.01,90,90
2023年5月21日,89.58,88.95,89.94,89.94
2023年5月20日,89.58,88.95,89.94,89.94
2023年5月19日,89.48,88.85,89.84,89.84
2023年5月18日,89.73,89.1,90.09,90.09
2023年5月17日,89.15,88.53,89.51,89.51
2023年5月16日,88.78,88.16,89.14,89.14
2023年5月15日,88.5,87.88,88.86,88.86
2023年5月14日,88.57,87.95,88.93,88.93
2023年5月13日,88.57,87.95,88.93,88.93
2023年5月12日,88.43,87.81,88.79,88.79
2023年5月11日,88.44,87.82,88.8,88.8
2023年5月10日,88.24,87.62,88.6,88.6
2023年5月9日,88.08,87.47,88.44,88.44
2023年5月8日,87.94,87.33,88.3,88.3
2023年5月7日,87.88,87.27,88.24,88.24
2023年5月6日,87.88,87.27,88.24,88.24
2023年5月5日,87.92,87.31,88.28,88.28
2023年5月4日,87.93,87.32,88.29,88.29
2023年5月3日,87.97,87.36,88.33,88.33
2023年5月2日,88.03,87.42,88.39,88.39
2023年5月1日,88.04,87.43,88.4,88.4
2023年4月30日,87.97,87.36,88.33,88.33
2023年4月29日,87.97,87.36,88.33,88.33
2023年4月28日,87.93,87.32,88.29,88.29
2023年4月27日,88.08,87.47,88.44,88.44
2023年4月26日,87.99,87.38,88.35,88.35
2023年4月25日,88.03,87.42,88.39,88.39
2023年4月24日,87.65,87.04,88.01,88.01
2023年4月23日,87.66,87.05,88.02,88.02
2023年4月22日,87.66,87.05,88.02,88.02
2023年4月21日,87.63,87.02,87.99,87.99
2023年4月20日,87.4,86.79,87.76,87.76
2023年4月19日,87.59,86.98,87.95,87.95
2023年4月18日,87.41,86.8,87.77,87.77
2023年4月17日,87.44,86.83,87.8,87.8
2023年4月16日,87.35,86.74,87.71,87.71
2023年4月15日,87.35,86.74,87.71,87.71
2023年4月14日,87.21,86.59,87.55,87.55
2023年4月13日,87.34,86.73,87.7,87.7
2023年4月12日,87.46,86.85,87.82,87.82
2023年4月11日,87.53,86.92,87.89,87.89
2023年4月10日,87.49,86.88,87.85,87.85
2023年4月9日,87.35,86.74,87.71,87.71
2023年4月8日,87.35,86.74,87.71,87.71
2023年4月7日,87.37,86.76,87.73,87.73
2023年4月6日,87.43,86.82,87.79,87.79
2023年4月5日,87.47,86.86,87.83,87.83
2023年4月4日,87.53,86.92,87.89,87.89
2023年4月3日,87.49,86.88,87.85,87.85
2023年4月2日,87.39,86.78,87.75,87.75
2023年4月1日,87.39,86.78,87.75,87.75
2023年3月31日,87.33,86.72,87.69,87.69
2023年3月30日,87.4,86.79,87.76,87.76
2023年3月29日,87.58,86.97,87.94,87.94
2023年3月28日,87.43,86.82,87.79,87.79
2023年3月27日,87.58,86.97,87.94,87.94
2023年3月26日,87.33,86.71,87.68,87.68
2023年3月25日,87.33,86.71,87.68,87.68
2023年3月24日,87.38,86.77,87.74,87.74
2023年3月23日,86.82,86.21,87.16,87.16
2023年3月22日,87.56,86.95,87.92,87.92
2023年3月21日,87.39,86.78,87.75,87.75
2023年3月20日,87.55,86.94,87.91,87.91
2023年3月19日,87.57,86.96,87.93,87.93
2023年3月18日,87.57,86.96,87.93,87.93
2023年3月17日,87.53,86.92,87.89,87.89
2023年3月16日,87.73,87.12,88.09,88.09
2023年3月15日,87.65,87.04,88.01,88.01
2023年3月14日,87.54,86.93,87.9,87.9
2023年3月13日,87.37,86.76,87.73,87.73
2023年3月12日,88,87.39,88.36,88.36
2023年3月11日,88,87.39,88.36,88.36
2023年3月10日,88.21,87.59,88.57,88.57
2023年3月9日,88.51,87.89,88.87,88.87
2023年3月8日,88.41,87.79,88.77,88.77
2023年3月7日,88.24,87.62,88.6,88.6
2023年3月6日,88.1,87.49,88.46,88.46
2023年3月5日,87.82,87.21,88.18,88.18
2023年3月4日,87.82,87.21,88.18,88.18
2023年3月3日,87.79,87.18,88.15,88.15
2023年3月2日,87.94,87.33,88.3,88.3
2023年3月1日,87.29,86.67,87.63,87.63
2023年2月28日,88.19,87.57,88.55,88.55
2023年2月27日,88.38,87.76,88.74,88.74
2023年2月26日,88.53,87.91,88.89,88.89
2023年2月25日,88.53,87.91,88.89,88.89
2023年2月24日,88.38,87.76,88.74,88.74
2023年2月23日,87.77,87.16,88.13,88.13
2023年2月22日,87.7,87.09,88.06,88.06
2023年2月21日,87.5,86.89,87.86,87.86
2023年2月20日,87.34,86.73,87.7,87.7
2023年2月19日,87.42,86.81,87.78,87.78
2023年2月18日,87.42,86.81,87.78,87.78
2023年2月17日,87.49,86.88,87.85,87.85
2023年2月16日,87.25,86.63,87.59,87.59
2023年2月15日,87.05,86.44,87.39,87.39
2023年2月14日,86.57,85.96,86.91,86.91
2023年2月13日,86.76,86.15,87.1,87.1
2023年2月12日,86.67,86.06,87.01,87.01
2023年2月11日,86.67,86.06,87.01,87.01
2023年2月10日,86.53,85.92,86.87,86.87
2023年2月9日,86.13,85.52,86.47,86.47
2023年2月8日,86.28,85.67,86.62,86.62
2023年2月7日,86.3,85.69,86.64,86.64
2023年2月6日,86.27,85.66,86.61,86.61
2023年2月5日,86.48,85.87,86.82,86.82
2023年2月4日,86.48,85.87,86.82,86.82
2023年2月3日,86.01,85.4,86.35,86.35
2023年2月2日,85.58,84.98,85.92,85.92
2023年2月1日,85.78,85.18,86.12,86.12
2023年1月31日,85.99,85.38,86.33,86.33
2023年1月30日,86.01,85.4,86.35,86.35
2023年1月29日,86.65,86.04,86.99,86.99
2023年1月28日,86.65,86.04,86.99,86.99
2023年1月27日,86.65,86.04,86.99,86.99
2023年1月26日,86.65,86.04,86.99,86.99
2023年1月25日,86.61,86,86.95,86.95
2023年1月24日,86.64,86.03,86.98,86.98
2023年1月23日,86.66,86.05,87,87
2023年1月22日,86.67,86.06,87.01,87.01
2023年1月21日,86.67,86.06,87.01,87.01
2023年1月20日,86.51,85.9,86.85,86.85
2023年1月19日,86.44,85.83,86.78,86.78
2023年1月18日,86.14,85.53,86.48,86.48
2023年1月17日,86.42,85.81,86.76,86.76
2023年1月16日,86.03,85.42,86.37,86.37
2023年1月15日,85.66,85.06,86,86
2023年1月14日,85.66,85.06,86,86
2023年1月13日,85.83,85.23,86.17,86.17
2023年1月12日,86.02,85.41,86.36,86.36
2023年1月11日,86.5,85.89,86.84,86.84
2023年1月10日,86.69,86.08,87.03,87.03
2023年1月9日,86.61,86,86.95,86.95
2023年1月8日,87.33,86.72,87.69,87.69
2023年1月7日,87.33,86.72,87.69,87.69
2023年1月6日,87.5,86.89,87.86,87.86
2023年1月5日,87.87,87.26,88.23,88.23
2023年1月4日,87.91,87.3,88.27,88.27
2023年1月3日,88.12,87.51,88.48,88.48
2023年1月2日,88.2,87.58,88.56,88.56
2023年1月1日,88.19,87.57,88.55,88.55
2022年12月31日,88.19,87.57,88.55,88.55
2022年12月30日,88.25,87.63,88.61,88.61
2022年12月29日,89.18,88.56,89.54,89.54
2022年12月28日,89.33,88.7,89.69,89.69
2022年12月27日,89.14,88.52,89.5,89.5
2022年12月26日,89.01,88.39,89.37,89.37
2022年12月25日,89.4,88.77,89.76,89.76
2022年12月24日,89.4,88.77,89.76,89.76
2022年12月23日,89.35,88.72,89.71,89.71
2022年12月22日,89.42,88.79,89.78,89.78
2022年12月21日,89.39,88.76,89.75,89.75
2022年12月20日,89.4,88.77,89.76,89.76
2022年12月19日,89.47,88.84,89.83,89.83
2022年12月18日,89.45,88.82,89.81,89.81
2022年12月17日,89.45,88.82,89.81,89.81
2022年12月16日,89.39,88.76,89.75,89.75
2022年12月15日,89.41,88.78,89.77,89.77
2022年12月14日,89.3,88.67,89.66,89.66
2022年12月13日,89.16,88.54,89.52,89.52
2022年12月12日,89.55,88.92,89.91,89.91
2022年12月11日,89.22,88.6,89.58,89.58
2022年12月10日,89.22,88.6,89.58,89.58
2022年12月9日,89.21,88.59,89.57,89.57
2022年12月8日,89.34,88.71,89.7,89.7
2022年12月7日,89.46,88.83,89.82,89.82
2022年12月6日,89.66,89.03,90.02,90.02
2022年12月5日,89.29,88.66,89.65,89.65
2022年12月4日,90.45,89.81,90.81,90.81
2022年12月3日,90.45,89.81,90.81,90.81
2022年12月2日,90.36,89.73,90.72,90.72
2022年12月1日,90.62,89.98,90.98,90.98
2022年11月30日,90.63,89.99,90.99,90.99
2022年11月29日,91.6,90.95,91.96,91.96
2022年11月28日,91.9,91.25,92.26,92.26
2022年11月27日,91.52,90.87,91.88,91.88
2022年11月26日,91.52,90.87,91.88,91.88
2022年11月25日,91.59,90.94,91.95,91.95
2022年11月24日,91.32,90.68,91.68,91.68
2022年11月23日,91.54,90.89,91.9,91.9
2022年11月22日,91.2,90.56,91.56,91.56
2022年11月21日,91.57,90.92,91.93,91.93
2022年11月20日,90.89,90.25,91.25,91.25
2022年11月19日,90.89,90.25,91.25,91.25
2022年11月18日,90.83,90.19,91.19,91.19
2022年11月17日,91.28,90.64,91.64,91.64
2022年11月16日,90.44,89.8,90.8,90.8
2022年11月15日,89.72,89.09,90.08,90.08
2022年11月14日,89.95,89.32,90.31,90.31
2022年11月13日,90.35,89.72,90.71,90.71
2022年11月12日,90.35,89.72,90.71,90.71
2022年11月11日,90.54,89.9,90.9,90.9
2022年11月10日,91.41,90.77,91.77,91.77
2022年11月9日,92.18,91.53,92.54,92.54
2022年11月8日,92.19,91.54,92.55,92.55
2022年11月7日,91.84,91.19,92.2,92.2
2022年11月6日,91.45,90.81,91.81,91.81
2022年11月5日,91.45,90.81,91.81,91.81
2022年11月4日,91.77,91.12,92.13,92.13
2022年11月3日,92.98,92.33,93.36,93.36
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
